,location,total_sqft,bath,price,bhk
2370,Hebbal,1299.0,2.0,97.0,2
2371,Hebbal,2470.0,5.0,192.0,4
2372,Hebbal,1645.0,3.0,117.0,3
2373,Hebbal,1920.0,3.0,134.0,3
2374,Hebbal,3520.0,5.0,240.0,3
2375,Hebbal,1920.0,3.0,150.0,3
2376,Hebbal,2375.0,4.0,189.0,4
2377,Hebbal,1420.0,2.0,99.26,2
2378,Hebbal,1252.0,2.0,92.0,2
2379,Hebbal,1162.0,2.0,59.0,2
2380,Hebbal,1294.0,2.0,115.0,2
2381,Hebbal,4225.0,6.0,359.0,4
2382,Hebbal,1150.0,2.0,57.0,2
2383,Hebbal,1740.0,2.0,137.0,3
2384,Hebbal,1662.0,3.0,155.0,3
2385,Hebbal,2250.0,3.0,219.0,3
2386,Hebbal,1349.0,2.0,98.0,2
2387,Hebbal,4000.0,6.0,370.0,4
2388,Hebbal,1349.0,2.0,96.8,2
2389,Hebbal Kempapura,1700.0,3.0,155.0,3
2390,Hebbal Kempapura,1800.0,3.0,175.0,3
2391,Hebbal Kempapura,2900.0,4.0,300.0,3
2392,Hebbal Kempapura,3522.0,3.0,380.0,3
2393,Hebbal Kempapura,2280.0,5.0,200.0,5
2394,Hebbal Kempapura,1200.0,2.0,125.0,2
2395,Hebbal Kempapura,2900.0,4.0,240.0,3
2396,Hebbal Kempapura,1300.0,2.0,102.0,2
2397,Hebbal Kempapura,1466.0,2.0,140.0,3
2398,Hebbal Kempapura,1725.0,2.0,165.0,3
2399,Hebbal Kempapura,1200.0,3.0,125.0,3
2400,Hebbal Kempapura,3408.0,3.0,260.0,3
2401,Hebbal Kempapura,1485.0,3.0,132.0,2
2402,Hebbal Kempapura,1400.0,2.0,108.0,2
2403,Hebbal Kempapura,1800.0,3.0,150.0,3
2404,Hebbal Kempapura,2400.0,5.0,200.0,5
2405,Hebbal Kempapura,2800.0,5.0,220.0,5
2406,Hebbal Kempapura,1785.0,3.0,165.0,3
2407,Hebbal Kempapura,3729.0,4.0,384.0,4
2408,Hebbal Kempapura,1600.0,3.0,170.0,3
2409,Hebbal Kempapura,1730.0,3.0,175.0,3
2410,Hegde Nagar,1569.0,3.0,101.0,3
2411,Hegde Nagar,3000.0,7.0,210.0,6
2412,Hegde Nagar,2026.0,3.0,132.0,3
2413,Hegde Nagar,1801.0,3.0,115.0,3
2414,Hegde Nagar,1050.0,1.0,56.0,2
2415,Hegde Nagar,1341.0,2.0,97.0,2
2416,Hegde Nagar,2112.95,4.0,145.0,3
2417,Hegde Nagar,1200.0,4.0,83.0,4
2418,Hegde Nagar,1703.0,3.0,113.0,3
2419,Hegde Nagar,1570.0,3.0,105.0,3
2420,Hegde Nagar,1801.0,3.0,140.0,3
2421,Hegde Nagar,1584.01,3.0,103.0,3
2422,Hegde Nagar,1965.0,4.0,125.0,3
2423,Hegde Nagar,1200.0,2.0,75.0,2
2424,Hegde Nagar,1847.0,3.0,135.0,3
2425,Hegde Nagar,1965.0,4.0,132.0,3
2426,Hegde Nagar,1703.0,3.0,125.0,3
2427,Hegde Nagar,1847.0,3.0,125.0,3
2428,Hegde Nagar,2144.6,4.0,145.0,3
2429,Hegde Nagar,1718.0,3.0,119.0,3
2430,Hegde Nagar,1847.0,3.0,123.0,3
2431,Hegde Nagar,1340.0,2.0,72.0,2
2432,Hegde Nagar,2087.01,3.0,115.0,3
2433,Hegde Nagar,1703.0,3.0,130.0,3
2434,Hegde Nagar,2087.01,4.0,135.0,3
2435,Hegde Nagar,1718.0,3.0,130.0,3
2436,Hegde Nagar,1884.0,4.0,118.0,3
2437,Hegde Nagar,1930.0,4.0,122.0,3
2438,Hegde Nagar,1584.01,3.0,104.0,3
2439,Hegde Nagar,1168.0,2.0,68.0,3
2440,Hegde Nagar,2162.03,4.0,129.0,3
2441,Hegde Nagar,2087.01,4.0,160.0,3
2442,Hegde Nagar,1000.0,2.0,66.0,2
2443,Hegde Nagar,1348.0,2.0,80.5,3
2444,Hennur,1075.0,2.0,52.0,2
2445,Hennur,1255.0,2.0,52.32,2
2446,Hennur,1225.0,2.0,57.0,2
2447,Hennur,1255.0,2.0,57.5,2
2448,Hennur,1259.0,2.0,57.0,2
2449,Hennur,1255.0,2.0,53.5,2
2450,Hennur,1285.0,2.0,60.0,2
2451,Hennur,1285.0,2.0,60.0,2
2452,Hennur,1100.0,2.0,60.0,2
2453,Hennur,1231.0,2.0,48.0,2
2454,Hennur,1255.0,2.0,58.0,2
2455,Hennur,1040.0,2.0,42.12,2
2456,Hennur,1255.0,2.0,54.5,2
2457,Hennur,1041.0,2.0,40.6,2
2458,Hennur,1255.0,2.0,55.5,2
2459,Hennur,1231.0,2.0,50.0,2
2460,Hennur,2500.0,5.0,125.0,5
2461,Hennur,1160.0,2.0,49.0,2
2462,Hennur,2400.0,3.0,135.0,3
2463,Hennur,1255.0,2.0,53.5,2
2464,Hennur,1255.0,2.0,55.5,2
2465,Hennur,1100.0,2.0,44.55,2
2466,Hennur,1255.0,2.0,57.5,2
2467,Hennur,960.0,2.0,48.0,2
2468,Hennur,1020.0,2.0,48.0,2
2469,Hennur,1255.0,2.0,52.32,2
2470,Hennur,1295.0,2.0,64.0,2
2471,Hennur,1935.0,3.0,102.0,3
2472,Hennur,1345.0,2.0,69.0,3
2473,Hennur,1255.0,2.0,58.0,2
2474,Hennur,1420.0,2.0,62.0,2
2475,Hennur,1155.0,2.0,54.5,2
2476,Hennur,1255.0,2.0,52.32,2
2477,Hennur,1255.0,2.0,52.35,2
2478,Hennur,1255.0,2.0,54.5,2
2479,Hennur,1830.0,2.0,113.0,3
2480,Hennur,1830.5,3.0,84.205,3
2481,Hennur,1255.0,2.0,55.5,2
2482,Hennur,1255.0,2.0,53.57,2
2483,Hennur,1255.0,2.0,56.5,2
2484,Hennur,1050.0,2.0,42.73,2
2485,Hennur,1295.0,2.0,62.0,2
2486,Hennur Road,2089.0,3.0,140.0,3
2487,Hennur Road,3203.5,2.0,224.5,4
2488,Hennur Road,5000.0,8.0,250.0,8
2489,Hennur Road,1385.0,2.0,83.09,2
2490,Hennur Road,1317.5,2.0,63.77,2
2491,Hennur Road,2264.0,3.0,159.0,3
2492,Hennur Road,1157.0,2.0,84.0,2
2493,Hennur Road,1904.0,3.0,120.0,3
2494,Hennur Road,1891.0,3.0,109.0,3
2495,Hennur Road,1561.0,3.0,95.0,3
2496,Hennur Road,2060.0,3.0,149.0,3
2497,Hennur Road,1482.0,2.0,92.0,3
2498,Hennur Road,1232.0,2.0,89.0,2
2499,Hennur Road,1065.0,2.0,42.6,2
2500,Hennur Road,1482.0,2.0,87.0,3
2501,Hennur Road,1891.0,3.0,139.0,3
2502,Hennur Road,1703.0,3.0,101.0,3
2503,Hennur Road,1232.0,2.0,69.61,2
2504,Hennur Road,987.0,2.0,49.0,2
2505,Hennur Road,2160.0,3.0,160.0,3
2506,Hennur Road,1680.0,3.0,99.27,3
2507,Hennur Road,1065.0,2.0,42.6,2
2508,Hennur Road,1385.0,2.0,83.09,2
2509,Hennur Road,2350.0,3.0,174.0,3
2510,Hennur Road,1586.0,3.0,93.94,3
2511,Hennur Road,1975.0,3.0,123.0,3
2512,Hennur Road,1290.0,2.0,94.5,3
2513,Hennur Road,901.0,2.0,49.5,2
2514,Hennur Road,1445.0,3.0,86.56,3
2515,Hennur Road,1482.0,2.0,97.0,3
2516,Hennur Road,1182.0,2.0,82.5,2
2517,Hennur Road,1036.0,2.0,59.46,2
2518,Hennur Road,1891.0,3.0,109.0,3
2519,Hennur Road,1232.0,2.0,69.61,2
2520,Hennur Road,2320.0,3.0,170.0,3
2521,Hennur Road,1936.0,3.0,118.0,3
2522,Hennur Road,1480.0,2.0,65.0,2
2523,Hennur Road,1590.0,3.0,96.5,3
2524,Hennur Road,1445.0,2.0,105.0,3
2525,Hennur Road,1036.0,2.0,59.45,2
2526,Hennur Road,1832.0,3.0,125.0,3
2527,Hennur Road,1359.0,2.0,104.0,2
2528,Hennur Road,1341.0,2.0,75.76,2
2529,Hennur Road,1040.0,2.0,50.0,2
2530,Hennur Road,1414.0,2.0,84.18,2
2531,Hennur Road,1949.0,3.0,133.0,3
2532,Hennur Road,1232.0,2.0,89.0,2
2533,Hennur Road,1250.0,2.0,77.88,3
2534,Hennur Road,2502.0,4.0,180.0,4
2535,Hennur Road,1831.0,3.0,110.0,3
2536,Hennur Road,1232.0,2.0,87.0,2
2537,Hennur Road,1232.0,2.0,74.0,2
2538,Hennur Road,1232.0,2.0,66.0,2
2539,Hennur Road,1341.0,2.0,95.0,2
2540,Hennur Road,1232.0,2.0,88.0,2
2541,Hennur Road,2365.0,4.0,175.0,3
2542,Hennur Road,1310.0,2.0,66.0,2
2543,Hennur Road,1015.0,2.0,50.0,2
2544,Hennur Road,2264.0,3.0,168.0,3
2545,Hennur Road,2002.0,3.0,120.0,3
2546,Hennur Road,1232.0,2.0,69.6,2
2547,Hennur Road,1195.0,2.0,73.0,2
2548,Hennur Road,1020.0,2.0,47.0,2
2549,Hennur Road,5100.0,6.0,375.0,5
2550,Hennur Road,1061.0,2.0,54.92,2
2551,Hennur Road,1020.0,2.0,45.0,2
2552,Hennur Road,2041.0,3.0,128.0,3
2553,Hennur Road,1232.0,2.0,87.0,2
2554,Hennur Road,1066.0,2.0,52.23,2
2555,Hennur Road,973.0,2.0,56.0,2
2556,Hennur Road,1255.0,2.0,84.0,2
2557,Hennur Road,1232.0,2.0,83.0,2
2558,Hennur Road,1832.0,3.0,116.0,3
2559,Hennur Road,2050.0,3.0,120.0,3
2560,Hennur Road,1445.0,2.0,86.69,3
2561,Hennur Road,1445.0,2.0,83.0,3
2562,Hennur Road,1654.0,3.0,97.8,3
2563,Hennur Road,1480.0,3.0,100.0,3
2564,Hennur Road,1450.0,3.0,88.6,3
2565,Hennur Road,1155.0,2.0,69.18,2
2566,Hennur Road,1053.0,2.0,53.0,2
2567,Hennur Road,1195.0,2.0,59.0,2
2568,Hennur Road,1904.0,3.0,129.0,3
2569,Hennur Road,1981.0,3.0,134.0,3
2570,Hennur Road,1155.0,2.0,69.18,2
2571,Hennur Road,1590.0,3.0,105.0,3
2572,Hennur Road,2041.0,3.0,138.0,3
2573,Hennur Road,1100.0,2.0,78.0,3
2574,Hennur Road,1880.0,4.0,154.0,4
2575,Hennur Road,1232.0,2.0,69.61,2
2576,Hennur Road,1748.0,3.0,103.0,3
2577,Hennur Road,1460.0,2.0,80.3,2
2578,Hennur Road,1933.0,3.0,140.0,3
2579,Hennur Road,1030.0,2.0,46.5,2
2580,Hennur Road,1232.0,2.0,69.61,2
2581,Hennur Road,1445.0,2.0,89.56,3
2582,Hennur Road,973.0,2.0,50.74,2
2583,Hennur Road,1305.0,2.0,77.0,3
2584,Hennur Road,1165.0,2.0,67.0,2
2585,Hennur Road,980.0,2.0,51.0,2
2586,Hennur Road,1232.0,2.0,80.0,2
2587,Hennur Road,1085.0,2.0,43.4,2
2588,Hennur Road,950.0,2.0,55.0,2
2589,Hennur Road,1140.0,2.0,56.0,2
2590,Hennur Road,1891.0,3.0,110.0,3
2591,Hennur Road,1165.0,2.0,52.0,2
2592,Hennur Road,1450.0,2.0,80.0,2
2593,Hennur Road,1155.0,2.0,69.18,2
2594,Hennur Road,1936.0,3.0,131.0,3
2595,Hoodi,985.0,2.0,67.0,2
2596,Hoodi,1425.0,2.0,80.0,2
2597,Hoodi,1420.0,2.0,75.0,2
2598,Hoodi,1639.0,3.0,110.0,3
2599,Hoodi,1639.0,3.0,98.32,3
2600,Hoodi,1026.0,2.0,60.87,2
2601,Hoodi,1050.0,2.0,50.0,2
2602,Hoodi,1400.0,2.0,78.0,2
2603,Hoodi,2400.0,5.0,160.0,5
2604,Hoodi,1196.0,2.0,71.74,2
2605,Hoodi,1500.0,2.0,84.0,2
2606,Hoodi,1055.0,2.0,57.63,2
2607,Hoodi,1925.0,2.0,114.0,3
2608,Hoodi,1400.0,2.0,82.0,2
2609,Hoodi,706.0,1.0,48.24,1
2610,Hoodi,1257.0,2.0,69.0,2
2611,Hoodi,1132.0,2.0,67.9,2
2612,Hoodi,1925.0,3.0,110.0,3
2613,Hoodi,1257.0,2.0,71.03,2
2614,Hoodi,1305.0,2.0,75.0,2
2615,Hoodi,1240.0,2.0,65.0,2
2616,Hoodi,1108.0,2.0,74.23,2
2617,Hoodi,1257.0,2.0,68.5,2
2618,Hoodi,1000.0,2.0,48.0,2
2619,Hoodi,1063.0,2.0,61.17,2
2620,Hoodi,1259.0,2.0,69.45,2
2621,Hoodi,711.0,1.0,42.65,1
2622,Hoodi,863.0,1.0,40.55,1
2623,Hoodi,1715.0,2.0,100.0,3
2624,Hoodi,1447.0,3.0,76.0,2
2625,Hoodi,2144.0,3.0,140.0,3
2626,Hoodi,1108.0,2.0,66.46,2
2627,Hoodi,1837.0,3.0,110.0,3
2628,Hoodi,3385.0,4.0,220.0,4
2629,Hoodi,1181.0,2.0,55.0,2
2630,Hoodi,1490.0,3.0,85.0,3
2631,Hoodi,1258.5,2.0,59.135,2
2632,Horamavu Agara,1200.0,2.0,45.0,2
2633,Horamavu Agara,1560.0,3.0,75.0,3
2634,Horamavu Agara,755.0,2.0,37.49,2
2635,Horamavu Agara,982.0,2.0,47.65,2
2636,Horamavu Agara,1650.0,2.0,75.0,3
2637,Horamavu Agara,950.0,2.0,39.0,2
2638,Horamavu Agara,1756.0,3.0,92.0,3
2639,Horamavu Agara,1106.0,2.0,43.09,2
2640,Horamavu Agara,1079.0,2.0,41.0,2
2641,Horamavu Agara,1265.0,2.0,65.0,3
2642,Horamavu Agara,1060.0,2.0,37.0,2
2643,Horamavu Agara,1107.83,2.0,41.51,2
2644,Horamavu Agara,980.0,2.0,38.19,2
2645,Horamavu Agara,1250.0,3.0,65.0,3
2646,Horamavu Agara,1145.0,2.0,41.21,2
2647,Horamavu Agara,2400.0,3.0,80.0,5
2648,Horamavu Agara,1000.0,2.0,46.0,2
2649,Horamavu Agara,760.0,2.0,37.49,2
2650,Horamavu Agara,1150.0,2.0,42.0,2
2651,Horamavu Agara,750.0,2.0,37.49,2
2652,Horamavu Agara,625.0,1.0,27.0,1
2653,Horamavu Agara,1080.0,2.0,38.0,2
2654,Horamavu Agara,994.0,2.0,42.28,2
2655,Horamavu Agara,1107.83,2.0,41.51,2
2656,Horamavu Agara,1090.0,2.0,46.0,2
2657,Horamavu Agara,1400.0,3.0,63.0,3
2658,Horamavu Agara,1557.0,3.0,70.0,3
2659,Horamavu Agara,1058.0,2.0,47.0,2
2660,Horamavu Banaswadi,1460.0,2.0,80.5,2
2661,Horamavu Banaswadi,1156.0,2.0,46.0,2
2662,Horamavu Banaswadi,1180.0,2.0,58.0,2
2663,Horamavu Banaswadi,1307.0,2.0,51.6,2
2664,Horamavu Banaswadi,3800.0,8.0,200.0,6
2665,Horamavu Banaswadi,1357.0,2.0,54.0,2
2666,Horamavu Banaswadi,925.0,2.0,38.0,2
2667,Horamavu Banaswadi,1272.0,2.0,48.0,2
2668,Horamavu Banaswadi,1225.0,2.0,49.5,2
2669,Horamavu Banaswadi,1272.0,2.0,51.5,2
2670,Horamavu Banaswadi,1272.0,2.0,51.5,2
2671,Horamavu Banaswadi,1156.0,2.0,46.9,2
2672,Horamavu Banaswadi,1200.0,2.0,45.0,2
2673,Horamavu Banaswadi,1254.0,2.0,47.0,2
2674,Horamavu Banaswadi,1610.0,3.0,68.0,3
2675,Horamavu Banaswadi,1210.0,2.0,50.0,2
2676,Horamavu Banaswadi,1357.0,2.0,54.0,2
2677,Horamavu Banaswadi,1272.0,2.0,50.0,2
2678,Horamavu Banaswadi,1200.0,2.0,45.0,2
2679,Horamavu Banaswadi,1025.0,2.0,45.0,2
2680,Horamavu Banaswadi,1081.0,2.0,52.0,2
2681,Horamavu Banaswadi,1000.0,2.0,50.0,2
2682,Hormavu,1500.0,2.0,78.0,2
2683,Hormavu,1150.0,2.0,55.0,2
2684,Hormavu,1180.0,2.0,50.0,2
2685,Hormavu,1200.0,2.0,67.0,2
2686,Hormavu,1200.0,3.0,70.0,2
2687,Hormavu,1175.0,2.0,52.0,2
2688,Hormavu,1351.0,2.0,53.0,1
2689,Hormavu,1141.0,2.0,44.4,2
2690,Hormavu,1130.0,2.0,42.3,2
2691,Hormavu,1725.0,3.0,85.0,3
2692,Hormavu,1153.0,2.0,65.0,2
2693,Hormavu,1150.0,2.0,53.11,2
2694,Hormavu,1123.0,2.0,56.0,2
2695,Hormavu,1385.0,2.0,69.0,3
2696,Hormavu,1030.0,2.0,49.35,2
2697,Hormavu,1018.0,2.0,50.8,2
2698,Hormavu,1555.0,3.0,75.0,3
2699,Hormavu,1143.0,2.0,53.0,2
2700,Hormavu,1100.0,2.0,38.0,2
2701,Hormavu,1000.0,2.0,50.0,2
2702,Hormavu,1200.0,2.0,68.0,2
2703,Hormavu,1200.0,2.0,68.0,2
2704,Hormavu,765.0,2.0,37.49,2
2705,Hormavu,1081.5,2.0,38.665,2
2706,Hormavu,1250.0,2.0,60.0,2
2707,Hormavu,965.0,2.0,37.15,2
2708,Hormavu,583.0,1.0,28.275,1
2709,Hormavu,1129.0,2.0,44.0,2
2710,Hormavu,1385.0,2.0,69.25,3
2711,Hormavu,1165.0,2.0,40.0,2
2712,Hormavu,1065.0,2.0,50.92,2
2713,Hormavu,1046.0,2.0,60.0,2
2714,Hormavu,1400.0,2.0,75.0,2
2715,Hormavu,1365.0,2.0,65.0,3
2716,Hormavu,1196.0,2.0,44.8,2
2717,Hormavu,1263.0,2.0,47.36,2
2718,Hormavu,1015.0,2.0,39.08,2
2719,Hormavu,1200.0,2.0,73.0,2
2720,Hormavu,1250.0,2.0,65.0,2
2721,Hormavu,1075.0,2.0,53.7,2
2722,Hormavu,980.0,2.0,42.0,2
2723,Hormavu,1075.0,2.0,53.7,2
2724,Hormavu,2282.0,4.0,115.0,4
2725,Hormavu,1206.0,2.0,55.0,2
2726,Hormavu,1310.0,2.0,67.0,2
2727,Hormavu,1310.0,2.0,60.0,2
2728,Hormavu,1020.0,2.0,45.75,2
2729,Hormavu,1210.0,2.0,69.0,2
2730,Hosa Road,1652.0,3.0,85.0,3
2731,Hosa Road,1161.0,2.0,55.15,2
2732,Hosa Road,1161.0,2.0,55.15,2
2733,Hosa Road,1365.0,2.0,92.0,2
2734,Hosa Road,1243.0,2.0,48.5,2
2735,Hosa Road,1332.0,2.0,86.12,3
2736,Hosa Road,615.0,1.0,28.29,1
2737,Hosa Road,1318.0,2.0,85.28,3
2738,Hosa Road,1133.0,2.0,52.0,2
2739,Hosa Road,1016.0,2.0,40.0,2
2740,Hosa Road,972.0,2.0,40.0,2
2741,Hosa Road,1161.0,2.0,55.15,2
2742,Hosa Road,1532.0,3.0,98.13,3
2743,Hosa Road,1680.0,3.0,101.0,3
2744,Hosa Road,880.0,2.0,50.0,2
2745,Hosa Road,1533.0,3.0,98.18,3
2746,Hosa Road,1040.0,2.0,68.59,2
2747,Hosa Road,1040.0,2.0,61.0,2
2748,Hosa Road,1245.0,2.0,62.0,2
2749,Hosa Road,1311.0,2.0,84.86,3
2750,Hosa Road,800.0,1.0,39.99,1
2751,Hosa Road,1364.0,2.0,64.79,2
2752,Hosa Road,1016.0,2.0,45.0,2
2753,Hosa Road,1360.0,2.0,77.61,2
2754,Hosa Road,1170.0,2.0,65.0,2
2755,Hosa Road,1161.0,2.0,55.15,2
2756,Hosa Road,1470.0,2.0,84.22,3
2757,Hosa Road,1161.0,2.0,48.75,2
2758,Hosa Road,1016.0,2.0,39.95,2
2759,Hosakerehalli,2378.0,3.0,262.0,3
2760,Hosakerehalli,2376.0,3.0,203.0,3
2761,Hosakerehalli,3205.0,5.0,380.0,4
2762,Hosakerehalli,3024.0,5.0,350.0,4
2763,Hosakerehalli,2400.0,5.0,250.0,5
2764,Hosakerehalli,1817.0,4.0,153.0,3
2765,Hosakerehalli,1304.0,2.0,100.0,2
2766,Hosakerehalli,2480.0,3.0,245.0,3
2767,Hosakerehalli,925.0,2.0,46.5,2
2768,Hosakerehalli,2480.0,4.0,260.0,3
2769,Hosakerehalli,1596.0,3.0,79.8,3
2770,Hosakerehalli,1200.0,2.0,100.0,3
2771,Hosakerehalli,3205.0,4.0,300.0,4
2772,Hosakerehalli,3033.0,4.0,326.0,4
2773,Hosakerehalli,600.0,2.0,65.0,2
2774,Hosakerehalli,2480.0,4.0,265.0,3
2775,Hosakerehalli,925.0,2.0,46.25,2
2776,Hosakerehalli,2376.0,3.0,240.0,3
2777,Hosakerehalli,1500.0,6.0,145.0,5
2778,Hoskote,1250.0,3.0,50.0,3
2779,Hoskote,1225.0,3.0,40.0,3
2780,Hoskote,1740.0,3.0,60.0,3
2781,Hoskote,1170.0,2.0,45.0,2
2782,Hoskote,1200.0,3.0,57.0,3
2783,Hoskote,1069.0,2.0,38.0,3
2784,Hoskote,1095.0,2.0,33.6,2
2785,Hoskote,1065.0,2.0,31.5,2
2786,Hoskote,1395.0,2.0,63.0,3
2787,Hoskote,1065.0,2.0,28.5,2
2788,Hoskote,945.0,2.0,35.0,2
2789,Hoskote,1003.5,2.0,28.095,2
2790,Hoskote,1065.0,2.0,33.75,2
2791,Hoskote,509.0,1.0,23.0,1
2792,Hosur Road,1656.0,2.0,120.0,2
2793,Hosur Road,1194.0,2.0,69.0,2
2794,Hosur Road,3300.0,5.0,240.0,5
2795,Hosur Road,1510.0,2.0,105.0,3
2796,Hosur Road,1427.0,2.0,80.63,3
2797,Hosur Road,1508.0,2.0,110.0,3
2798,Hosur Road,460.0,1.0,21.0,1
2799,Hosur Road,1179.0,2.0,49.0,2
2800,Hosur Road,950.0,2.0,60.0,2
2801,Hosur Road,1194.0,2.0,71.64,2
2802,Hosur Road,1766.0,3.0,130.0,3
2803,Hosur Road,1689.0,3.0,103.0,3
2804,Hosur Road,3600.0,5.0,180.0,5
2805,Hosur Road,1170.0,2.0,48.0,2
2806,Hosur Road,1250.0,2.0,55.0,2
2807,Hosur Road,1689.0,3.0,103.0,3
2808,Hosur Road,2000.0,4.0,130.0,4
2809,Hosur Road,1250.0,2.0,65.0,2
2810,Hosur Road,1689.0,3.0,103.0,3
2811,Hosur Road,1223.0,2.0,93.0,2
2812,Hosur Road,1919.0,3.0,117.0,3
2813,Hulimavu,1125.0,2.0,50.0,2
2814,Hulimavu,1242.0,2.0,51.0,2
2815,Hulimavu,1823.0,3.0,100.0,3
2816,Hulimavu,1300.0,2.0,36.0,2
2817,Hulimavu,1080.0,2.0,43.2,2
2818,Hulimavu,1100.0,2.0,71.5,2
2819,Hulimavu,688.0,1.0,50.0,1
2820,Hulimavu,1255.0,2.0,73.0,2
2821,Hulimavu,1200.0,4.0,75.0,4
2822,Hulimavu,1058.0,2.0,48.0,2
2823,Hulimavu,1375.0,2.0,80.0,2
2824,Hulimavu,1248.0,2.0,69.0,2
2825,Hulimavu,1818.0,3.0,135.0,3
2826,Hulimavu,1225.0,2.0,55.0,2
2827,Hulimavu,1255.0,2.0,74.0,2
2828,Hulimavu,1175.0,2.0,45.0,2
2829,Hulimavu,1255.0,2.0,69.0,2
2830,Hulimavu,1255.0,2.0,66.0,2
2831,Hulimavu,3035.0,5.0,271.0,3
2832,Hulimavu,3035.0,5.0,220.0,3
2833,Hulimavu,1127.0,2.0,65.0,2
2834,Hulimavu,1200.0,2.0,50.0,2
2835,Hulimavu,1200.0,2.0,75.0,2
2836,Hulimavu,1430.0,2.0,90.0,3
2837,Hulimavu,850.0,1.0,39.5,2
2838,Hulimavu,1000.0,2.0,45.0,2
2839,Hulimavu,3560.0,5.0,318.0,4
2840,Hulimavu,1011.0,2.0,38.0,2
2841,Hulimavu,1276.0,2.0,76.0,2
2842,Hulimavu,1500.0,2.0,90.0,2
2843,Hulimavu,1315.0,2.0,60.48,2
2844,Hulimavu,1021.0,2.0,76.0,2
2845,Hulimavu,581.0,1.0,29.0,1
2846,Hulimavu,935.0,2.0,45.0,2
2847,Hulimavu,1050.0,2.0,125.0,2
2848,Hulimavu,1200.0,4.0,75.0,4
2849,Hulimavu,1260.0,2.0,82.0,3
2850,Hulimavu,450.0,1.0,20.0,1
2851,Hulimavu,1231.0,2.0,84.5,2
2852,Hulimavu,1916.0,2.0,150.0,3
2853,Hulimavu,1115.0,2.0,44.6,2
2854,ISRO Layout,4400.0,6.0,250.0,6
2855,ISRO Layout,1000.0,2.0,60.0,2
2856,ISRO Layout,1180.0,2.0,52.0,2
2857,ISRO Layout,1000.0,2.0,60.0,2
2858,ISRO Layout,1310.0,2.0,68.0,3
2859,ISRO Layout,4200.0,4.0,255.0,4
2860,ISRO Layout,1050.0,2.0,51.0,2
2861,ISRO Layout,1370.0,2.0,87.0,3
2862,ITPL,1200.0,3.0,56.12,3
2863,ITPL,1548.0,3.0,89.5,3
2864,ITPL,1200.0,3.0,68.4,3
2865,ITPL,1200.0,3.0,56.12,3
2866,ITPL,1200.0,3.0,56.12,3
2867,ITPL,1500.0,3.0,61.52,3
2868,ITPL,5667.5,5.0,300.0,4
2869,Iblur Village,3235.0,3.0,235.0,3
2870,Iblur Village,3596.0,5.0,290.0,4
2871,Iblur Village,1920.0,3.0,130.0,3
2872,Iblur Village,1995.0,3.0,135.0,3
2873,Iblur Village,3596.0,5.0,282.0,4
2874,Iblur Village,1918.0,3.0,129.0,3
2875,Iblur Village,2100.0,4.0,145.0,3
2876,Iblur Village,1920.0,3.0,150.0,3
2877,Iblur Village,1920.0,3.0,130.0,3
2878,Iblur Village,1920.0,3.0,150.0,3
2879,Iblur Village,2000.0,4.0,138.0,3
2880,Iblur Village,3596.0,5.0,260.0,4
2881,Iblur Village,3596.0,5.0,279.0,4
2882,Iblur Village,2666.0,4.0,200.0,3
2883,Iblur Village,5384.0,5.0,420.0,5
2884,Iblur Village,3596.0,5.0,297.0,4
2885,Iblur Village,5515.0,6.0,425.0,5
2886,Iblur Village,1920.0,3.0,130.0,3
2887,Iblur Village,3596.0,4.0,268.0,4
2888,Indira Nagar,1200.0,2.0,93.0,2
2889,Indira Nagar,1128.0,2.0,105.0,2
2890,Indira Nagar,2800.0,3.0,330.0,3
2891,Indira Nagar,1650.0,3.0,200.0,3
2892,Indira Nagar,1210.0,2.0,102.0,2
2893,Indira Nagar,1224.0,2.0,105.0,2
2894,Indira Nagar,2070.0,3.0,225.0,3
2895,Indira Nagar,500.0,1.0,70.0,1
2896,Indira Nagar,1400.0,2.0,168.0,2
2897,Indira Nagar,2400.0,4.0,525.0,4
2898,Indira Nagar,1145.0,2.0,100.0,2
2899,Indira Nagar,1470.0,2.0,170.0,2
2900,Indira Nagar,2700.0,3.0,324.0,3
2901,Indira Nagar,850.0,1.0,57.0,1
2902,Indira Nagar,3250.0,8.0,600.0,8
2903,Indira Nagar,2601.0,4.0,312.0,3
2904,Indira Nagar,1260.0,2.0,100.0,2
2905,Indira Nagar,1740.0,3.0,191.0,3
2906,Indira Nagar,1650.0,3.0,220.0,3
2907,Indira Nagar,1440.0,3.0,275.0,3
2908,Indira Nagar,1475.0,2.0,171.0,2
2909,Indira Nagar,3200.0,4.0,440.0,4
2910,Indira Nagar,4000.0,4.0,700.0,4
2911,Indira Nagar,850.0,1.0,60.0,1
2912,Indira Nagar,2400.0,4.0,405.0,4
2913,Indira Nagar,1800.0,5.0,350.0,5
2914,Indira Nagar,1650.0,3.0,200.0,3
2915,Indira Nagar,2800.0,4.0,365.0,4
2916,Indira Nagar,1260.0,2.0,120.0,2
2917,Indira Nagar,1149.0,2.0,130.0,2
2918,Indira Nagar,2400.0,6.0,475.0,6
2919,JP Nagar,1850.0,3.0,150.0,3
2920,JP Nagar,5520.0,2.0,375.0,5
2921,JP Nagar,1100.0,2.0,70.0,2
2922,JP Nagar,940.0,2.0,49.0,2
